Review,Review_Bersih,Review_bersih_joined,Aspek_Kategori,ganti,Sentimen,Label_Aspek,Label_Sen,Review_Bersih_NEG
Ada juga beberapa permainan di sekitarnya seperti airboard atau sekedar berfoto menggunakan busana Jawa.,juga beberapa permainan sekitarnya seperti airboard atau sekedar berfoto menggunakan busana jawa,juga beberapa permainan sekitarnya seperti airboard atau sekedar berfoto menggunakan busana jawa,fasilitas,positif,netral,1,1,juga beberapa permainan sekitarnya seperti airboard atau sekedar berfoto menggunakan busana jawa
Sebuah obyek wisata selalu memiliki daya tarik yang membuat wisatawan selalu merindukan untuk kembali menikmatinya.,sebuah obyek wisata selalu memiliki daya tarik yang membuat wisatawan selalu merindukan untuk kembali menikmatinya,sebuah obyek wisata selalu memiliki daya tarik yang membuat wisatawan selalu merindukan untuk kembali menikmatinya,serbaneka,positif,positif,4,1,sebuah obyek wisata selalu memiliki daya tarik yang membuat wisatawan selalu merindukan untuk kembali menikmatinya
"Begitu juga komplek Candi Borobudur, juga memiliki sejuta daya tarik yang membuat anda akan mengaguminya",begitu juga komplek candi borobudur juga memiliki sejuta daya tarik yang membuat anda akan mengaguminya,begitu juga komplek candi borobudur juga memiliki sejuta daya tarik yang membuat anda akan mengaguminya,serbaneka,positif,positif,4,1,begitu juga komplek candi borobudur juga memiliki sejuta daya tarik yang membuat anda akan mengaguminya
"Borobudur saat ini beda dengan Borobudur jaman dahulu, saat ini Borobudur sungguh disiplin untuk para pengunjungnya",borobudur saat beda dengan borobudur jaman dahulu saat borobudur sungguh disiplin untuk para pengunjungnya,borobudur saat beda dengan borobudur jaman dahulu saat borobudur sungguh disiplin untuk para pengunjungnya,suasana,positif,positif,3,1,borobudur saat beda dengan borobudur jaman dahulu saat borobudur sungguh disiplin untuk para pengunjungnya
Candi budha terbesar di Asia.,candi budha terbesar asia,candi budha terbesar asia,lokasi,positif,positif,2,1,candi budha terbesar asia
Berdiri tegak di atas bukit merupakan karya agung dari zaman dahulu.,berdiri tegak atas bukit merupakan karya agung dari zaman dahulu,berdiri tegak atas bukit merupakan karya agung dari zaman dahulu,serbaneka,positif,positif,4,1,berdiri tegak atas bukit merupakan karya agung dari zaman dahulu
Dikunjunginya banyak wisatawan suasananya sangat ramai.,dikunjunginya banyak wisatawan suasananya sangat ramai,dikunjunginya banyak wisatawan suasananya sangat ramai,suasana,negatif,negatif,3,1,dikunjunginya banyak wisatawan suasananya sangat ramai
Dengan ukuran 123 x123 m berdiri sangat kokoh.,dengan ukuran berdiri sangat kokoh,dengan ukuran berdiri sangat kokoh,lokasi,positif,netral,2,1,dengan ukuran berdiri sangat kokoh
Candi borobudur tidak boleh dilewatkan jika sedang berlibur ke jawa tengah.,candi borobudur tidak boleh dilewatkan jika sedang berlibur jawa tengah,candi borobudur tidak_boleh dilewatkan jika sedang berlibur jawa tengah,serbaneka,positif,positif,4,1,candi borobudur tidak NEG_boleh dilewatkan jika sedang berlibur jawa tengah
Candi borobudur terletak dimagelang jawa tengah bukan yogyakarta.,candi borobudur terletak dimagelang jawa tengah bukan yogyakarta,candi borobudur terletak dimagelang jawa tengah bukan yogyakarta,serbaneka,positif,netral,4,1,candi borobudur terletak dimagelang jawa tengah bukan 
Candi borobudur sangat cantik.,candi borobudur sangat cantik,candi borobudur sangat cantik,serbaneka,positif,positif,4,1,candi borobudur sangat cantik
"Saya pernah ke Candi Borobudur saat hari terik, suatu ketika saya ke sana pada saat cuaca mendung.",saya pernah candi borobudur saat hari terik suatu ketika saya sana pada saat cuaca mendung,saya pernah candi borobudur saat hari terik suatu ketika saya sana pada saat cuaca mendung,suasana,positif,netral,3,1,saya pernah candi borobudur saat hari terik suatu ketika saya sana pada saat cuaca mendung
"Dan tepat ketika tiba di paling atas, hujan turun.",tepat ketika tiba paling atas hujan turun,tepat ketika tiba paling atas hujan turun,lokasi,positif,netral,2,1,tepat ketika tiba paling atas hujan turun
"Meskipun sedang hujan atau mendung, Candi Borobudur tetap bisa ternikmati.",meskipun sedang hujan atau mendung candi borobudur tetap bisa ternikmati,meskipun sedang hujan atau mendung candi borobudur tetap bisa ternikmati,suasana,positif,positif,3,1,meskipun sedang hujan atau mendung candi borobudur tetap bisa ternikmati
"Untungnya saya bawa jas hujan, hanya saja perlu kehati-hatian saat turun karena kemungkinan ada anak tangga yang berlumut dan mengakibatkan licin, meskipun dalam jangka waktu tertentu tempat ini rutin dibersihkan dari lumut.",untungnya saya bawa hujan hanya saja perlu kehati hatian saat turun karena kemungkinan anak tangga yang berlumut mengakibatkan licin meskipun dalam jangka waktu tertentu tempat rutin dibersihkan dari lumut,untungnya saya bawa hujan hanya saja perlu kehati hatian saat turun karena kemungkinan anak tangga yang berlumut mengakibatkan licin meskipun dalam jangka waktu tertentu tempat rutin dibersihkan dari lumut,lokasi,negatif,negatif,2,1,untungnya saya bawa hujan hanya saja perlu kehati hatian saat turun karena kemungkinan anak tangga yang berlumut mengakibatkan licin meskipun dalam jangka waktu tertentu tempat rutin dibersihkan dari lumut
Sebaiknya perjalanan mendaki dinikmati perlahan agar capainya tidak terasa.,sebaiknya perjalanan mendaki dinikmati perlahan agar capainya tidak terasa,sebaiknya perjalanan mendaki dinikmati perlahan agar capainya tidak_terasa,serbaneka,positif,netral,4,1,sebaiknya perjalanan mendaki dinikmati perlahan agar capainya tidak NEG_terasa 
Jangan lupa untuk berbekal minum dengan botol minum sendiri dan tidak menyampah di sana!,jangan lupa untuk berbekal minum dengan botol minum sendiri tidak menyampah sana,jangan lupa untuk berbekal minum dengan botol minum sendiri tidak_menyampah sana,serbaneka,positif,netral,4,1,jangan NEG_lupa untuk berbekal minum dengan botol minum sendiri tidak NEG_menyampah 
"Selain wisata candi, ada pula museum dan pasar cenderamata.",selain wisata candi pula museum pasar cenderamata,selain wisata candi pula museum pasar cenderamata,fasilitas,positif,netral,1,1,selain wisata candi pula museum pasar cenderamata
"Gak afdol klo ke jogja gak mampir ke candi Borobudur padahal cukup menguras energi tp seru klo bareng2 keluarga, makan di lesehan sekitar souvenir untuk melepas lelah.",tidak afdol kalau jogja tidak mampir candi borobudur padahal cukup menguras energi tapi seru kalau bareng bareng keluarga makan lesehan sekitar souvenir untuk melepas lelah,tidak_afdol kalau jogja tidak_mampir candi borobudur padahal cukup menguras energi tapi seru kalau bareng bareng keluarga makan lesehan sekitar souvenir untuk melepas lelah,serbaneka,positif,positif,4,1,tidak NEG_afdol kalau jogja tidak NEG_mampir NEG_candi NEG_mampir borobudur padahal cukup menguras energi tapi seru kalau bareng bareng keluarga makan lesehan sekitar souvenir untuk melepas lelah
Sedikit panas tapi seimbang dengan harganya.,sedikit panas tapi seimbang dengan harganya,sedikit panas tapi seimbang dengan harganya,suasana,positif,positif,3,1,sedikit panas tapi seimbang dengan harganya
Sudah tak terhitung berapa kali saya ke sini.,sudah tidak terhitung berapa kali saya sini,sudah tidak_terhitung berapa kali saya sini,serbaneka,positif,netral,4,1,sudah tidak NEG_terhitung berapa kali saya sini
Tempat nya tambah bagus.,tempat tambah bagus,tempat tambah bagus,lokasi,positif,positif,2,1,tempat tambah bagus
"fasilitas memadai, toko oleh-oleh tersedia.",fasilitas memadai toko oleh oleh tersedia,fasilitas memadai toko oleh oleh tersedia,fasilitas,positif,positif,1,1,fasilitas memadai toko oleh oleh tersedia
"Saran, kalau mau ke sini pagi pagi yaa.",saran kalau sini pagi pagi,saran kalau sini pagi pagi,suasana,positif,positif,3,1,saran kalau sini pagi pagi
Gagal menikmati Sunrise di Borobudur tak menyurutkan niatku untuk masuk kawasan candi dan menikmati ornamen ornamen pahatan orang jaman dulu.,gagal menikmati matahari terbit borobudur tidak menyurutkan niatku untuk masuk kawasan candi menikmati ornamen ornamen pahatan orang jaman dahulu,gagal menikmati matahari terbit borobudur tidak_menyurutkan niatku untuk masuk kawasan candi menikmati ornamen ornamen pahatan orang jaman dahulu,serbaneka,negatif,negatif,4,1,gagal menikmati matahari terbit borobudur tidak NEG_menyurutkan NEG_niatku untuk masuk kawasan candi menikmati ornamen ornamen pahatan orang jaman dahulu
"Siapa tak kenal Borobudur, candi megah dengan struktur piramid berundak yang tersusun dari batuan andesit dengan luas 123 X 123 meter dan terletak di Magelang, Jawa Tengah dengan arsitek bernama Gunadharma.",siapa tidak kenal borobudur candi megah dengan struktur piramid berundak yang tersusun dari batuan andesit dengan luas kali meter terletak magelang jawa tengah dengan arsitek bernama gunadharma,siapa tidak_kenal borobudur candi megah dengan struktur piramid berundak yang tersusun dari batuan andesit dengan luas kali meter terletak magelang jawa tengah dengan arsitek bernama gunadharma,lokasi,positif,positif,2,1,siapa tidak NEG_kenal borobudur candi megah dengan struktur piramid berundak yang tersusun dari batuan andesit dengan luas kali meter terletak magelang jawa tengah dengan arsitek bernama gunadharma
"""Mungkin banyak yang menyangka kalau Borobudur adalah bagian dari Daerah Istimewa Yogyakarta.",mungkin banyak yang menyangka kalau borobudur adalah bagian dari daerah istimewa yogyakarta,mungkin banyak yang menyangka kalau borobudur adalah bagian dari daerah istimewa yogyakarta,lokasi,positif,netral,2,1,mungkin banyak yang menyangka kalau borobudur adalah bagian dari daerah istimewa yogyakarta
Akupun awalnya sama menyangka demikian.,akupun awalnya sama menyangka demikian,akupun awalnya sama menyangka demikian,serbaneka,positif,netral,4,1,akupun awalnya sama menyangka demikian
"Tapi setelah bertanya kepada petugas ternyata anggapan ini salah,"".",tapi setelah bertanya kepada petugas ternyata anggapan salah,tapi setelah bertanya kepada petugas ternyata anggapan salah,serbaneka,positif,netral,4,1,tapi setelah bertanya kepada petugas ternyata anggapan salah
"Siang semakin terik, sekitar pukul 08.00 WIB kubeli tiket masuk dengan harga sekitar Rp 40.000 ini harga untuk wisatawan domestik, kalau untuk mancanegara bisa dikenakan US $ 20.",siang semakin terik sekitar pukul kubeli tiket masuk dengan harga sekitar rupiah harga untuk wisatawan domestik kalau untuk mancanegara bisa dikenakan,siang semakin terik sekitar pukul kubeli tiket masuk dengan harga sekitar rupiah harga untuk wisatawan domestik kalau untuk mancanegara bisa dikenakan,serbaneka,positif,netral,4,1,siang semakin terik sekitar pukul kubeli tiket masuk dengan harga sekitar rupiah harga untuk wisatawan domestik kalau untuk mancanegara bisa dikenakan
"""Antrian dari pagi hingga siang terus tak putus, hari ini Rabu (14/12) banyak sekali Siswa sekolah yang mengunjungi Borobudur, mungkin mereka sedang study tour,"".",antrian dari pagi hingga siang terus tidak putus hari rabu banyak sekali siswa sekolah yang mengunjungi borobudur mungkin mereka sedang study wisata,antrian dari pagi hingga siang terus tidak_putus hari rabu banyak sekali siswa sekolah yang mengunjungi borobudur mungkin mereka sedang study wisata,suasana,positif,netral,3,1,antrian dari pagi hingga siang terus tidak NEG_putus NEG_hari rabu banyak sekali siswa sekolah yang mengunjungi borobudur mungkin mereka sedang study wisata
"Dengan jarak yang cukup jauh dari pintu masuk hingga kawasan candi tentu sangat menguras tenaga, kalaupun capek di area candi juga terdapat kendaraan yang disewakan.",dengan jarak yang cukup jauh dari pintu masuk hingga kawasan candi tentu sangat menguras tenaga kalaupun capek area candi juga terdapat kendaraan yang disewakan,dengan jarak yang cukup jauh dari pintu masuk hingga kawasan candi tentu sangat menguras tenaga kalaupun capek area candi juga terdapat kendaraan yang disewakan,fasilitas,positif,netral,1,1,dengan jarak yang cukup jauh dari pintu masuk hingga kawasan candi tentu sangat menguras tenaga kalaupun capek area candi juga terdapat kendaraan yang disewakan
Rasa takjub saat menaiki tangga perlahan mengobati lelah.,rasa takjub saat menaiki tangga perlahan mengobati lelah,rasa takjub saat menaiki tangga perlahan mengobati lelah,lokasi,positif,positif,2,1,rasa takjub saat menaiki tangga perlahan mengobati lelah
Ornamen ukiran batu disekeliling candi membuatku bertanya.,ornamen ukiran batu disekeliling candi membuatku bertanya,ornamen ukiran batu disekeliling candi membuatku bertanya,lokasi,positif,netral,2,1,ornamen ukiran batu disekeliling candi membuatku bertanya
Candi Borobudur merupakan satu-satunya candi budha terbesar di dunia sampai saat ini.,candi borobudur merupakan satu satunya candi budha terbesar dunia sampai saat,candi borobudur merupakan satu satunya candi budha terbesar dunia sampai saat,lokasi,positif,positif,2,1,candi borobudur merupakan satu satunya candi budha terbesar dunia sampai saat
"Meskipun sekarang sudah tidak lagi menyandang sebagai tujuh keajaiban dunia, namun Candi yang satu ini tetap menjadi nomor satu di kalangan para wisatawan domestik maupun mancanegara untuk dikunjungi.",meskipun sekarang sudah tidak lagi menyandang sebagai tujuh keajaiban dunia namun candi yang satu tetap menjadi nomor satu kalangan para wisatawan domestik maupun mancanegara untuk dikunjungi,meskipun sekarang sudah tidak_lagi menyandang sebagai tujuh keajaiban dunia namun candi yang satu tetap menjadi nomor satu kalangan para wisatawan domestik maupun mancanegara untuk dikunjungi,serbaneka,positif,positif,4,1,meskipun sekarang sudah tidak NEG_lagi NEG_menyandang NEG_lagi sebagai tujuh keajaiban dunia namun candi yang satu tetap menjadi nomor satu kalangan para wisatawan domestik maupun mancanegara untuk dikunjungi
"Borobudur adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia.",borobudur adalah sebuah candi buddha yang terletak borobudur magelang jawa tengah indonesia,borobudur adalah sebuah candi buddha yang terletak borobudur magelang jawa tengah indonesia,lokasi,positif,netral,2,1,borobudur adalah sebuah candi buddha yang terletak borobudur magelang jawa tengah indonesia
"Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta.",candi terletak kurang_lebih kamu sebelah barat daya semarang kamu sebelah barat surakarta kamu sebelah barat laut yogyakarta,candi terletak kurang_lebih kamu sebelah barat daya semarang kamu sebelah barat surakarta kamu sebelah barat laut yogyakarta,lokasi,positif,netral,2,1,candi terletak kurang_lebih kamu sebelah barat daya semarang kamu sebelah barat surakarta kamu sebelah barat laut yogyakarta
Cuaca hujan renyai-renyai dan seketika lebat mengiringi langkah kami pagi itu.,cuaca hujan renyai renyai seketika lebat mengiringi langkah kami pagi,cuaca hujan renyai renyai seketika lebat mengiringi langkah kami pagi,suasana,negatif,negatif,3,1,cuaca hujan renyai renyai seketika lebat mengiringi langkah kami pagi
Ramai juga pemduduk tempat yang menjual payung tapi kami bertegas tidak mahu memebeli kerana susah nak membawanya.,ramai juga pemduduk tempat yang menjual payung tapi kami bertegas tidak mahu memebeli kerana susah membawanya,ramai juga pemduduk tempat yang menjual payung tapi kami bertegas tidak_mahu memebeli kerana susah membawanya,fasilitas,negatif,negatif,1,1,ramai juga pemduduk tempat yang menjual payung tapi kami bertegas tidak NEG_mahu memebeli kerana susah membawanya
