,Review,Sentimen,Aspek_Kategori,classified,Label_Aspek,Label_Sen,Review_Bersih,review_stemmed
119,Gagal menikmati Sunrise di Borobudur tak menyurutkan niatku untuk masuk kawasan candi dan menikmati ornamen ornamen pahatan orang jaman dulu.,positif,serbaneka,serbaneka,4,1,gagal menikmati matahari terbit borobudur tidak_menyurutkan niatku untuk masuk kawasan candi menikmati ornamen ornamen pahatan orang jaman dahulu,gagal nikmat matahari terbit borobudur tidak surut niat untuk masuk kawasan candi nikmat ornamen ornamen pahat orang jaman dahulu
120,"Siapa tak kenal Borobudur, candi megah dengan struktur piramid berundak yang tersusun dari batuan andesit dengan luas 123 X 123 meter dan terletak di Magelang, Jawa Tengah dengan arsitek bernama Gunadharma.",positif,lokasi,lokasi,2,1,siapa tidak_kenal borobudur candi megah dengan struktur piramid berundak yang tersusun dari batuan andesit dengan luas kali meter terletak magelang jawa tengah dengan arsitek bernama gunadharma,siapa tidak kenal borobudur candi megah dengan struktur piramid undak yang susun dari batu andesit dengan luas kali meter letak magelang jawa tengah dengan arsitek nama gunadharma
121,"""Mungkin banyak yang menyangka kalau Borobudur adalah bagian dari Daerah Istimewa Yogyakarta.",netral,lokasi,lokasi,2,0,mungkin banyak yang menyangka kalau borobudur adalah bagian dari daerah istimewa yogyakarta,mungkin banyak yang sangka kalau borobudur adalah bagi dari daerah istimewa yogyakarta
122,Akupun awalnya sama menyangka demikian.,netral,serbaneka,serbaneka,4,0,akupun awalnya sama menyangka demikian,aku awal sama sangka demikian
123,"Tapi setelah bertanya kepada petugas ternyata anggapan ini salah,"".",netral,serbaneka,serbaneka,4,0,tapi setelah bertanya kepada petugas ternyata anggapan salah,tapi telah tanya kepada tugas nyata anggap salah
124,"Siang semakin terik, sekitar pukul 08.00 WIB kubeli tiket masuk dengan harga sekitar Rp 40.000 ini harga untuk wisatawan domestik, kalau untuk mancanegara bisa dikenakan US $ 20.",netral,serbaneka,serbaneka,4,0,siang semakin terik sekitar pukul kubeli tiket masuk dengan harga sekitar rupiah harga untuk wisatawan domestik kalau untuk mancanegara bisa dikenakan,siang makin terik sekitar pukul bel tiket masuk dengan harga sekitar rupiah harga untuk wisatawan domestik kalau untuk mancanegara bisa kena
125,"""Antrian dari pagi hingga siang terus tak putus, hari ini Rabu (14/12) banyak sekali Siswa sekolah yang mengunjungi Borobudur, mungkin mereka sedang study tour,"".",netral,suasana,suasana,3,0,antrian dari pagi hingga siang terus tidak_putus hari rabu banyak sekali siswa sekolah yang mengunjungi borobudur mungkin mereka sedang study wisata,antri dari pagi hingga siang terus tidak putus hari rabu banyak sekali siswa sekolah yang unjung borobudur mungkin mereka sedang study wisata
126,"Dengan jarak yang cukup jauh dari pintu masuk hingga kawasan candi tentu sangat menguras tenaga, kalaupun capek di area candi juga terdapat kendaraan yang disewakan.",netral,fasilitas,fasilitas,1,0,dengan jarak yang cukup jauh dari pintu masuk hingga kawasan candi tentu sangat menguras tenaga kalaupun capek area candi juga terdapat kendaraan yang disewakan,dengan jarak yang cukup jauh dari pintu masuk hingga kawasan candi tentu sangat uras tenaga kalaupun capek area candi juga dapat kendara yang sewa
127,Rasa takjub saat menaiki tangga perlahan mengobati lelah.,positif,lokasi,lokasi,2,1,rasa takjub saat menaiki tangga perlahan mengobati lelah,rasa takjub saat naik tangga perlahan obat lelah
128,Ornamen ukiran batu disekeliling candi membuatku bertanya.,netral,lokasi,lokasi,2,0,ornamen ukiran batu disekeliling candi membuatku bertanya,ornamen ukir batu keliling candi buat tanya
129,Candi Borobudur merupakan satu-satunya candi budha terbesar di dunia sampai saat ini.,positif,lokasi,lokasi,2,1,candi borobudur merupakan satu satunya candi budha terbesar dunia sampai saat,candi borobudur rupa satu satu candi budha besar dunia sampai saat
130,"Meskipun sekarang sudah tidak lagi menyandang sebagai tujuh keajaiban dunia, namun Candi yang satu ini tetap menjadi nomor satu di kalangan para wisatawan domestik maupun mancanegara untuk dikunjungi.",positif,serbaneka,serbaneka,4,1,meskipun sekarang sudah tidak_lagi menyandang sebagai tujuh keajaiban dunia namun candi yang satu tetap menjadi nomor satu kalangan para wisatawan domestik maupun mancanegara untuk dikunjungi,meski sekarang sudah tidak lagi sandang bagai tujuh ajaib dunia namun candi yang satu tetap jadi nomor satu kalang para wisatawan domestik maupun mancanegara untuk kunjung
131,"Borobudur adalah sebuah candi Buddha yang terletak di Borobudur, Magelang, Jawa Tengah, Indonesia.",netral,lokasi,lokasi,2,0,borobudur adalah sebuah candi buddha yang terletak borobudur magelang jawa tengah indonesia,borobudur adalah buah candi buddha yang letak borobudur magelang jawa tengah indonesia
132,"Candi ini terletak kurang lebih 100 km di sebelah barat daya Semarang, 86 km di sebelah barat Surakarta, dan 40 km di sebelah barat laut Yogyakarta.",netral,lokasi,lokasi,2,0,candi terletak kurang_lebih kamu sebelah barat daya semarang kamu sebelah barat surakarta kamu sebelah barat laut yogyakarta,candi letak kurang lebih kamu belah barat daya semarang kamu belah barat surakarta kamu belah barat laut yogyakarta
133,Cuaca hujan renyai-renyai dan seketika lebat mengiringi langkah kami pagi itu.,netral,suasana,suasana,3,0,cuaca hujan renyai renyai seketika lebat mengiringi langkah kami pagi,cuaca hujan renyai renyai ketika lebat iring langkah kami pagi
134,Ramai juga pemduduk tempat yang menjual payung tapi kami bertegas tidak mahu memebeli kerana susah nak membawanya.,netral,fasilitas,fasilitas,1,0,ramai juga pemduduk tempat yang menjual payung tapi kami bertegas tidak_mahu memebeli kerana susah membawanya,ramai juga pemduduk tempat yang jual payung tapi kami tegas tidak mahu beli rana susah bawa
135,Kebetulan pelajar2 dari sekolah tempatan juga sedang membuat lawatan.,netral,serbaneka,serbaneka,4,0,kebetulan pelajar pelajar dari sekolah tempatan juga sedang membuat lawatan,betul ajar ajar dari sekolah tempat juga sedang buat lawat
136,Sungguh meriah jadinya.,positif,suasana,serbaneka,3,1,sungguh meriah jadinya,sungguh riah jadi
137,Kawasannya sangat luas.,netral,lokasi,lokasi,2,0,kawasannya sangat luas,kawasan sangat luas
138,Perlukan semangat yang tinggi untuk mendaki hingga ke puncak.,netral,serbaneka,serbaneka,4,0,perlukan semangat yang tinggi untuk mendaki hingga puncak,perlu semangat yang tinggi untuk daki hingga puncak
139,Lelah juga la.,netral,serbaneka,serbaneka,4,0,lelah juga,lelah juga
140,candi yang terbesar di dunia sangat menakjubkan dan mempesona,positif,lokasi,lokasi,2,1,candi yang terbesar dunia sangat menakjubkan mempesona,candi yang besar dunia sangat takjub pesona
141,Menakjubkan dan mempersona bagi pengunjung yg ingin menikmati candi Borobudur yang mana ini candi Buddha terbesar didunia,positif,lokasi,lokasi,2,1,menakjubkan mempersona bagi pengunjung yang ingin menikmati candi borobudur yang mana candi buddha terbesar didunia,takjub persona bagi unjung yang ingin nikmat candi borobudur yang mana candi buddha besar dunia
142,Megah candinya.,positif,lokasi,lokasi,2,1,megah candinya,megah candi
143,tp sayang keluarnya harus jalan kaki jauh.,negatif,lokasi,lokasi,2,2,tapi sayang keluarnya harus jalan kaki jauh,tapi sayang keluar harus jalan kaki jauh
144,harga masuk dewasa wisatawan domestik Nov 2018 Rp. 40000,netral,serbaneka,serbaneka,4,0,harga masuk dewasa wisatawan domestik rupiah,harga masuk dewasa wisatawan domestik rupiah
145,"Sudah dua kali ke tempat ini selalu membuat takjub, sebuah peninggalan bersejarah keajaiban Dunia yang ada di Indonesia.",positif,serbaneka,serbaneka,4,1,sudah kali tempat selalu membuat takjub sebuah peninggalan bersejarah keajaiban dunia yang indonesia,sudah kali tempat selalu buat takjub buah tinggal sejarah ajaib dunia yang indonesia
146,Candi Borobudur adalah kebanggaan Indonesia yang penting untuk terus dilestarikan !,positif,serbaneka,serbaneka,4,1,candi borobudur adalah kebanggaan indonesia yang penting untuk terus dilestarikan,candi borobudur adalah bangga indonesia yang penting untuk terus lestari
147,"Yang main ke jogja yang dari luar kota, jangan sampai gak mampir berkunjung ke Candi Borobudur, Candi yang menjadi salah satu objek keajaiban dunia, menjadi pilihan wisata yang pas , bawa payung dan kacamata item yaaa karna panas nya luar biasa",positif,serbaneka,serbaneka,4,1,yang main jogja yang dari luar kota jangan sampai tidak_mampir berkunjung candi borobudur candi yang menjadi salah satu objek keajaiban dunia menjadi pilihan wisata yang bawa payung kacamata item karena panas luar biasa,yang main jogja yang dari luar kota jangan sampai tidak mampir kunjung candi borobudur candi yang jadi salah satu objek ajaib dunia jadi pilih wisata yang bawa payung kacamata item karena panas luar biasa
148,"destinasi utama kalau ke jogja, candi yang megah dan terawat, walaupun capek karena harus berjalan jauh tapi langsung terbayar kalau sudah sampai di puncak candi.",positif,lokasi,lokasi,2,1,destinasi utama kalau jogja candi yang megah terawat walaupun capek karena harus berjalan jauh tapi langsung terbayar kalau sudah sampai puncak candi,destinasi utama kalau jogja candi yang megah awat walaupun capek karena harus jalan jauh tapi langsung bayar kalau sudah sampai puncak candi
149,"Beberapa kali sudah mengunjungi Candi ini, tetap saja kekaguman saya tidak dapat saya sembunyikan, Bangunan candi yang kokoh, meski beberapa patung sudah kehilangan kepala atau tangan atau bagian tubuh yang lain, namun tidak mengurangi kekaguman saya terhadap nenek moyang yang dengan peralatan seadanya mampu membuat candi semegah ini.",positif,lokasi,lokasi,2,1,beberapa kali sudah mengunjungi candi tetap saja kekaguman saya tidak_dapat saya sembunyikan bangunan candi yang kokoh meski beberapa patung sudah kehilangan kepala atau tangan atau bagian tubuh yang lain namun tidak_mengurangi kekaguman saya terhadap nenek moyang yang dengan peralatan seadanya mampu membuat candi semegah,beberapa kali sudah unjung candi tetap saja kagum saya tidak dapat saya sembunyi bangun candi yang kokoh meski beberapa patung sudah hilang kepala atau tangan atau bagi tubuh yang lain namun tidak kurang kagum saya hadap nenek moyang yang dengan alat ada mampu buat candi megah
150,"Unik, legend dan besar banget.",positif,lokasi,lokasi,2,1,unik legend besar banget,unik legend besar banget
151,Warisan sejarah dan budaya yg msh terawat baik dan perlu dijaga dan lindungi.,positif,serbaneka,serbaneka,4,1,warisan sejarah budaya yang masih terawat baik perlu dijaga lindungi,waris sejarah budaya yang masih awat baik perlu jaga lindung
152,Jgn pergi di saat musim kemarau atau diatas jam 10an krn sangat panas dan biasakan bawa topi dan kacamata agar tdk kepanasan.,netral,serbaneka,serbaneka,4,0,jangan pergi saat musim kemarau atau diatas karena sangat panas biasakan bawa topi kacamata agar tidak_kepanasan,jangan pergi saat musim kemarau atau atas karena sangat panas biasa bawa topi kacamata agar tidak panas
153,Wisata edukasi bernilai buaya tradisional yang sayang untuk dilewatkan.,positif,serbaneka,serbaneka,4,1,wisata edukasi bernilai tidak_setia tradisional yang sayang untuk dilewatkan,wisata edukasi nila tidak setia tradisional yang sayang untuk lewat
154,Merupakan destinasi Favorit wisatawan domestik dan mancanegara.,positif,serbaneka,serbaneka,4,1,merupakan destinasi favorit wisatawan domestik mancanegara,rupa destinasi favorit wisatawan domestik mancanegara
155,"Melihat kemegahan Borobudurketika dilokasi jangan kaget karena akan penuh sesak dan banyak orang berselfie ria, bagi kita yang lebih suka menikmati kemegahan bangunan mungkin akan sedikit terkalahkan oleh orang selfie yang seakan2 menguasai tempat.",netral,suasana,suasana,3,0,melihat kemegahan borobudurketika dilokasi jangan kaget karena akan penuh sesak banyak orang berselfie bagi kita yang lebih suka menikmati kemegahan bangunan mungkin akan sedikit terkalahkan oleh orang selfie yang seakan seakan menguasai tempat,lihat megah borobudurketika lokasi jangan kaget karena akan penuh sesak banyak orang berselfie bagi kita yang lebih suka nikmat megah bangun mungkin akan sedikit kalah oleh orang selfie yang akan akan kuasa tempat
156,Tapi itulah wisata pasti rame dan penuh tapi enjoy aja.,positif,suasana,suasana,3,1,tapi itulah wisata pasti ramai penuh tapi enjoy,tapi itu wisata pasti ramai penuh tapi enjoy
157,"Wisata keluarga yang menyenangkan sekalian melihat peninggalan sejarah , Indonesia wonderfull , ayo ke Indonesia dan ke candi Borobudur asek se kali tempatnya .",positif,suasana,suasana,3,1,wisata keluarga yang menyenangkan sekalian melihat peninggalan sejarah indonesia wonderfull indonesia candi borobudur asyik kali tempatnya,wisata keluarga yang senang sekali lihat tinggal sejarah indonesia wonderfull indonesia candi borobudur asyik kali tempat
158,"tempat bagus, tempatnya bersih toilet jg bersih, souvenirnya lebih murah, pokoknya tdk rugi kemari, krn sangat menyenangkan n bersih",positif,fasilitas,fasilitas,1,1,tempat bagus tempatnya bersih toilet juga bersih souvenirnya lebih murah pokoknya tidak_rugi kemari karena sangat menyenangkan bersih,tempat bagus tempat bersih toilet juga bersih souvenirnya lebih murah pokok tidak rugi kemari karena sangat senang bersih
159,"Saya dan teman-teman saat berkunjung ke Candi ini melihat kegersangan disekitar Candi, karena rumput-rumput pada kering kesannya tidak disiram rutin dimusim kemarau ini.",negatif,lokasi,lokasi,2,2,saya teman teman saat berkunjung candi melihat kegersangan disekitar candi karena rumput rumput pada kering kesannya tidak_disiram rutin dimusim kemarau,saya teman teman saat kunjung candi lihat gersang sekitar candi karena rumput rumput pada kering kesan tidak siram rutin musim kemarau
160,"Idealnya ada PIC yang rawat rumput tersebut, disirami saat musim kemarau, bila ada rumput yang mati segera diganti rumput baru.",netral,lokasi,lokasi,2,0,idealnya gambar yang rawat rumput tersebut disirami saat musim kemarau bila rumput yang mati segera diganti rumput baru,ideal gambar yang rawat rumput sebut siram saat musim kemarau bila rumput yang mati segera ganti rumput baru
161,Jadi tidak kelihatan gersang dan menambah asri pemandangan.,negatif,suasana,suasana,3,2,jadi tidak_kelihatan gersang menambah asri pemandangan,jadi tidak lihat gersang tambah asri pandang
162,"Sangat menakjubkan bisa mengajak, dan mengenalkan kepada anak, tentang kemegahan dan sejarah candi Borobudur.",positif,lokasi,lokasi,2,1,sangat menakjubkan bisa mengajak mengenalkan kepada anak tentang kemegahan sejarah candi borobudur,sangat takjub bisa ajak kenal kepada anak tentang megah sejarah candi borobudur
163,Semoga tetap terjaga sampai di masa mendatang,positif,serbaneka,serbaneka,4,1,semoga tetap terjaga sampai masa mendatang,moga tetap jaga sampai masa datang
164,Pernah dateng tapi cocoknya mungkin sunrise atau sunset.,netral,suasana,suasana,3,0,pernah datang tapi cocoknya mungkin matahari terbit atau matahari tenggelam,pernah datang tapi cocok mungkin matahari terbit atau matahari tenggelam
165,terlalu ramai di saat jam sibuk.,netral,suasana,suasana,3,0,terlalu ramai saat sibuk,terlalu ramai saat sibuk
166,wajib datang lagi,positif,serbaneka,serbaneka,4,1,wajib datang lagi,wajib datang lagi
167,"Pernah kesini waktu SD dulu lokasi nya real mantap dehh,candi mantap banget,megah dan luas,apalagi ada satu patung yang dianggap sakral banget,boleh dicoba tuh kawan",positif,lokasi,lokasi,2,1,pernah kesini waktu dahulu lokasi real mantap deh candi mantap banget megah luas apalagi satu patung yang dianggap sakral banget boleh dicoba kawan,pernah kesini waktu dahulu lokasi real mantap deh candi mantap banget megah luas apalagi satu patung yang anggap sakral banget boleh coba kawan
168,"Alhamdulillah,bisa menikmati keindahan Candi Borobudur dipagi hari dengan udara yang sangat sejuk.",positif,suasana,suasana,3,1,alhamdulillah bisa menikmati keindahan candi borobudur dipagi hari dengan udara yang sangat sejuk,alhamdulillah bisa nikmat indah candi borobudur pagi hari dengan udara yang sangat sejuk
169,"Tour de Jogja : Sunrise Borobudur, transit di Gereja Ayam kemudian ke Candi Pawon sambil minum Kopi di Pawon Kopi Luwak Home Industri dilanjutkan ke Candi Mendut yang merupakan Candi Budha pusat perayaan Waisak pada setiap tahunnya",netral,serbaneka,serbaneka,4,0,wisata adik jogja matahari terbit borobudur transit gereja ayam kemudian candi pawon sambil minum kopi pawon kopi luwak home industri dilanjutkan candi mendut yang merupakan candi budha pusat perayaan waisak pada setiap tahunnya,wisata adik jogja matahari terbit borobudur transit gereja ayam kemudian candi pawon sambil minum kopi pawon kopi luwak home industri lanjut candi mendut yang rupa candi budha pusat raya waisak pada tiap tahun
